id,nameKa,nameEn,descriptionKa,descriptionEn,categoryId,imageUrl,imageKey,isRose,isAvailable,featured,createdAt,updatedAt,priceMin,priceMax,priceOnRequest,unitType,variants,bloomsPerStemMin,bloomsPerStemMax,stemDisplayRule,published
810004,ქრიზანთემა,Chrysanthemum,,,210001,/manus-storage/products/8096b659-ffb2-4491-b949-244d9af06153_da56e9ef.webp,,0,1,0,2026-07-01 10:57:39,2026-07-16 16:19:43,10.00,10.00,0,single stem,[],1,1,,1
840001,მიხაკი,dianthus,,,210001,/manus-storage/products/8803c743-465a-491a-83bd-3740f6664899_89271a12.webp,,0,1,0,2026-07-01 11:06:09,2026-07-16 16:19:53,5.00,5.00,0,single stem,[],1,1,,1
840002,მიხაკი,dianthus,,,210001,/manus-storage/products/7850e2ee-8689-4ca9-8c29-0794763b80bd_dbb994f6.webp,,0,1,0,2026-07-01 11:06:47,2026-07-16 16:20:03,5.00,5.00,0,single stem,[],1,1,,1
840003,ქრიზანთემა,chrysanthemum,,,210001,/manus-storage/products/77ee2d98-f100-451f-9e2a-fb326d6ba14f_044413d4.webp,,0,1,0,2026-07-01 11:07:42,2026-07-16 16:20:16,10.00,10.00,0,single stem,[],1,1,,1
840004,მიხაკი,dianthus,,,210001,/manus-storage/products/4fdc3931-1a04-41de-8341-e0a41e25631e_d7a5f44f.webp,,0,1,0,2026-07-01 11:08:26,2026-07-16 16:20:28,5.00,5.00,0,single stem,[],1,1,,1
870001,სპრეი ვარდი,spray rose,,,210001,/manus-storage/products/3280ae4c-446d-4e34-9020-6d93d445f588_f9db2c3c.webp,,0,1,0,2026-07-01 11:11:08,2026-07-16 16:20:38,10.00,10.00,0,single stem,[],1,1,,1
870002,სპრეი ვარდი,spray rose,,,210001,/manus-storage/products/1e054e43-29e7-463b-99a1-b81a5214cb1f_6bcfe6a4.webp,,0,1,0,2026-07-01 11:12:32,2026-07-16 16:20:48,10.00,10.00,0,single stem,[],1,1,,1
870003,სპრეი ვარდი,spray rose,,,210001,/manus-storage/products/e4a60415-181b-47ab-82ec-9ccc81342eb6_326370c6.webp,,0,1,0,2026-07-01 11:13:58,2026-07-16 16:21:01,10.00,10.00,0,single stem,[],1,1,,1
870004,სპრეი ვარდი,spray rose,,,210001,/manus-storage/products/59343c47-e561-4ba7-987c-b7ac8e7315a5_0b605922.webp,,0,1,0,2026-07-01 11:14:45,2026-07-16 16:21:14,10.00,10.00,0,single stem,[],1,1,,1
900001,ოსტინი,Austin,,,210001,/manus-storage/products/b7abe895-addb-490c-8509-9d6749771fee_823a678c.webp,,0,0,0,2026-07-01 11:19:23,2026-07-25 15:47:57,8.00,8.00,0,single stem,[],1,1,,1
900002,სპრეი ვარდი,spray rose,,,210001,/manus-storage/products/f62960ad-8bc8-4d01-99a5-0c05f6924083_da680cc1.webp,,0,1,0,2026-07-01 11:20:52,2026-07-16 16:21:34,10.00,10.00,0,single stem,[],1,1,,1
900003,სპრეი ვარდი,spray rose,,,210001,/manus-storage/products/8e487039-2588-4135-aa03-8db399809d26_c2b2ffad.webp,,0,1,0,2026-07-01 11:21:47,2026-07-16 16:21:46,10.00,10.00,0,single stem,[],1,1,,1
900004,სპრეი ვარდი,spray rose,,,210001,/manus-storage/products/bf40aa7d-33a0-4ab7-a3e1-17bb9e869573_a9a14b42.webp,,0,1,0,2026-07-01 11:22:58,2026-07-16 16:21:54,10.00,10.00,0,single stem,[],1,1,,1
930001,თეთრი ფიცი,White Vow,"თეთრი მიხაკებისა და ლიზიანთუსის დახვეწილი საპატარძლო თაიგული ევკალიპტის ფოთლებით. კლასიკური, მსუბუქი და ელეგანტური არჩევანი მინიმალისტური ქორწილისთვის.","An elegant bridal bouquet featuring white carnations and lisianthus, complemented by eucalyptus foliage. A classic, light, and refined choice for a minimalist wedding.",150001,/manus-storage/products/757c467d-98ef-433e-8906-909deeeafd98_34acadc6.webp,,0,0,0,2026-07-02 14:51:47,2026-07-17 13:50:40,180.00,180.00,0,single stem,[],1,1,,1
960001,თეთრი ჰარმონია,White Harmony,"თეთრი გერბერებისგან შექმნილი მინიმალისტური საპატარძლო თაიგული. მისი სისუფთავე, სიმსუბუქე და თანამედროვე სტილი იდეალურია როგორც კლასიკური, ისე თანამედროვე ქორწილისთვის.","A minimalist bridal bouquet featuring elegant white gerbera daisies. Clean, graceful, and timeless, it is a perfect choice for both classic and contemporary weddings.",150001,/manus-storage/products/5ebc6183-dcf4-4580-8f3e-bba29e2ba08a_a5b5c622.webp,,0,0,0,2026-07-02 14:54:25,2026-07-17 13:50:38,90.00,90.00,0,single stem,[],1,1,,1
990001,თეთრი აბრეშუმი,White Silk,თეთრი გერბერების ჰაეროვანი და თანამედროვე საპატარძლო თაიგული. დახვეწილი ფორმა და უჩვეულო ფურცლები მას გამორჩეულ არჩევანად აქცევს მინიმალისტური და ელეგანტური ქორწილისთვის.,"An elegant bridal bouquet featuring white gerberas. Airy, modern, and distinctive, its unique petals create a refined look for a minimalist and sophisticated wedding.",150001,/manus-storage/products/662d213a-b4ba-4ad1-8f2e-729953a8db8b_ec99affe.webp,,0,0,0,2026-07-02 14:57:18,2026-07-17 13:50:38,100.00,100.00,0,single stem,[],1,1,,1
1020001,მარადიული ფიცი,Eternal Vow,"თეთრი ვარდების კლასიკური საპატარძლო თაიგული, რომელიც სიწმინდეს, სიყვარულსა და მარადიულ ერთგულებას გამოხატავს. მისი დახვეწილი მრგვალი ფორმა და მინიმალისტური სტილი იდეალური არჩევანია ელეგანტური და რომანტიკული ქორწილისთვის.
(15 ვარდი)","A timeless bridal bouquet of elegant white roses, symbolizing purity, love, and everlasting devotion. Its refined round shape and minimalist design make it a perfect choice for a romantic and sophisticated wedding.
(15roses)",150001,/manus-storage/products/img_8789_ec3abf95.webp,,0,0,0,2026-07-02 15:02:36,2026-07-17 13:50:38,150.00,150.00,0,single stem,[],1,1,,1
1050001,თეთრი სილუეტი,White Silhouette,"დახვეწილი და თანამედროვე საპატარძლო თაიგული თეთრი ანთურიუმებით, ლიზიანთუსით, ვარდებითა და ჩამოშვებული ამარანტუსით. მისი მინიმალისტური დიზაინი განსაკუთრებულ ელეგანტურობასა და სიმსუბუქეს ანიჭებს პატარძლის იერს და იდეალურია როგორც კლასიკური, ისე თანამედროვე ქორწილისთვის.

შემადგენლობა:
* 3 × თეთრი ანთურიუმი
* თეთრი ლიზიანთუსი
* თეთრი ვარდები
* თეთრი ამარანტუსი
* ატლასის ლენტი
","An elegant and modern bridal bouquet featuring white anthuriums, lisianthus, roses, and cascading amaranthus. Its minimalist design creates a sophisticated, timeless look, making it the perfect choice for both classic and contemporary weddings.

Composition:
* 3 × White Anthuriums
* White Lisianthus
* White Roses
* White Hanging Amaranthus
* Satin Ribbon Finish",150001,/manus-storage/products/a8445c0b-30c2-4605-a914-72b4105615c7_060cd804.webp,,0,0,0,2026-07-02 15:14:23,2026-07-17 13:50:37,220.00,220.00,0,single stem,[],1,1,,1
1080001,ჟოლოს ვნება,Crimson Desire,"მინიმალისტური და თამამი საპატარძლო თაიგული, რომელიც შედგება მხოლოდ წითელი ანთურიუმებისგან. მისი თანამედროვე ფორმა, პრიალა ტექსტურა და ღრმა წითელი ფერი ქმნის გამორჩეულ და ელეგანტურ იერს. იდეალური არჩევანია თანამედროვე პატარძლებისთვის, რომლებიც განსხვავებულ სტილს აფასებენ.
შემადგენლობა
* 5 × წითელი ანთურიუმი
* ატლასის ლენტი","A bold, minimalist bridal bouquet composed exclusively of glossy red anthuriums. Its sculptural shape and rich crimson color create a sophisticated, modern statement, making it the perfect choice for brides seeking a unique and elegant look.
Composition
* 5 × Red Anthuriums
* Satin Ribbon Finish",150001,/manus-storage/products/img_8793_7796521b.webp,,0,0,0,2026-07-02 15:17:34,2026-07-17 13:50:33,125.00,125.00,0,single stem,[],1,1,,1
1110001,ბურგუნდის ელეგანტურობა,Burgundy Elegance,"დახვეწილი საპატარძლო თაიგული ბურგუნდისფერი კალებით, რომელიც აერთიანებს თანამედროვე მინიმალიზმსა და კლასიკურ ელეგანტურობას. ღრმა ღვინისფერი ტონები განსაკუთრებულ ხასიათსა და ფუფუნებას მატებს პატარძლის იერს. იდეალურია შემოდგომის, ზამთრისა და თანამედროვე სტილის ქორწილებისთვის.
შემადგენლობა
* 15× ბურგუნდისფერი კალა
* ატლასის ლენტი","An elegant bridal bouquet featuring rich burgundy calla lilies. Combining modern minimalism with timeless sophistication, its deep wine-colored blooms create a luxurious statement, making it the perfect choice for autumn, winter, and contemporary weddings.
Composition
* 15× Burgundy Calla Lilies
* Satin Ribbon Finish",150001,/manus-storage/products/img_8794_333cf86b.webp,,0,0,0,2026-07-02 15:21:31,2026-07-17 13:50:33,300.00,300.00,0,single stem,[],1,1,,1
1140001,კოცნა,Kiss,"შთამბეჭდავი საპატარძლო თაიგული, რომელიც აერთიანებს 15 ბურგუნდისფერ კალასა და 15 ფაფუკ პიონს. ღრმა ღვინისფერი და ნაზი ტექსტურების ჰარმონია ქმნის მდიდრულ, ელეგანტურ და დაუვიწყარ კომპოზიციას. იდეალური არჩევანია პატარძლებისთვის, რომლებიც განსაკუთრებულ, თანამედროვე და დახვეწილ სტილს ეძებენ.
შემადგენლობა
* 15 × ბურგუნდისფერი კალა
* 15 × პიონი
* ატლასის ლენტი","A luxurious bridal bouquet featuring 15 burgundy calla lilies and 15 lush peonies. The rich wine tones and soft textures create an elegant, sophisticated arrangement, making it a perfect choice for brides seeking a timeless yet modern statement.
Composition
* 15 × Burgundy Calla Lilies
* 15 × Peonies
* Satin Ribbon Finish",150001,/manus-storage/products/img_8795_0be89d59.webp,,0,0,0,2026-07-02 15:26:00,2026-07-17 13:50:32,600.00,600.00,0,single stem,[],1,1,,1
1170001,კალები,Calla,"დახვეწილი საპატარძლო თაიგული თეთრი კალებით, რომელიც სიმბოლურად გამოხატავს სიწმინდეს, ელეგანტურობასა და მარადიულ სიყვარულს. მინიმალისტური დიზაინი, ატლასის ლენტი და მარგალიტის დეკორი ამ თაიგულს კლასიკურ და თანამედროვე ქორწილებისთვის ერთნაირად იდეალურ არჩევანად აქცევს.
შემადგენლობა (ქართული)
* 15თეთრი კალა
* ატლასის ლენტი
* მარგალიტის დეკორი","An elegant bridal bouquet crafted from pure white calla lilies, symbolizing purity, sophistication, and everlasting love. Finished with a satin ribbon and pearl detailing, this timeless bouquet is the perfect choice for both classic and modern weddings.
Composition (English)
* 15 White Calla Lilies
* Satin Ribbon
* Pearl Detail",150001,/manus-storage/products/img_8797_2fb63e3d.webp,,0,0,0,2026-07-02 15:29:13,2026-07-17 13:50:32,300.00,300.00,0,single stem,[],1,1,,1
1200001,შენ,You,"თანამედროვე და გამორჩეული საპატარძლო თაიგული, სადაც თეთრი კალების სისუფთავე და ანტურიუმის პრიალა მწვანე ფოთლები იდეალურ ბალანსს ქმნის. მინიმალისტური, არქიტექტურული ფორმა ამ თაიგულს ელეგანტურ და განსხვავებულ არჩევანად აქცევს თანამედროვე პატარძლებისთვის.

შემადგენლობა 
* 10თეთრი კალა
* 3 მწვანე ანტურიუმი
* ატლასის ლენტი","
A modern bridal bouquet combining the timeless elegance of white calla lilies with the glossy green beauty of anthuriums. Its clean, sculptural design creates a sophisticated statement, making it a perfect choice for contemporary weddings.
Composition 
* 10White Calla Lilies
* 3 Green Anthuriums
* Satin Ribbon",150001,/manus-storage/products/img_8798_55973568.webp,,0,0,0,2026-07-02 15:32:38,2026-07-17 13:50:32,275.00,275.00,0,single stem,[],1,1,,1
1230001,ტროპიკული შთაგონება,Tropical Grace,"გამორჩეული საპატარძლო თაიგული სტრელიციებით, რომელიც შექმნილია თამამი და თანამედროვე პატარძლებისთვის. ეგზოტიკური ფორმები, ცოცხალი ფერები და მინიმალისტური გაფორმება ამ თაიგულს უნიკალურ ხასიათს სძენს. იდეალური არჩევანია მათთვის, ვისაც კლასიკურის ნაცვლად განსხვავებული და დასამახსოვრებელი სტილი სურს.

შემადგენლობა 
* 5 სტრელიცია
* ატლასის ლენტი","A striking bridal bouquet featuring Bird of Paradise flowers, designed for brides who appreciate bold elegance and contemporary style. Its sculptural shape, vibrant colors, and minimalist finish create a unique statement, perfect for unforgettable weddings.

Composition 
* 5Bird of Paradise (Strelitzia)
* Satin Ribbon
",150001,/manus-storage/products/img_8799_1bf92a42.webp,,0,0,0,2026-07-02 15:35:55,2026-07-17 13:50:46,170.00,170.00,0,single stem,[],1,1,,1
1260001,ოქრო⚜️,Gold,"გამორჩეული საპატარძლო თაიგული, შექმნილი სრულად ოქროსფერი ანტურიუმებით. თამამი, თანამედროვე და ლუქს კლასის დიზაინი ხაზს უსვამს ინდივიდუალობასა და დახვეწილ გემოვნებას. კასკადური თეთრი ამარანტი კომპოზიციას სიმსუბუქესა და მოძრაობას მატებს, რაც თაიგულს მართლაც დაუვიწყარს ხდის.

შემადგენლობა
* 10 ოქროსფერი ანტურიუმი
* თეთრი ამარანტი
* ატლასის ლენტი","A luxurious bridal bouquet crafted entirely from golden anthuriums. Its bold, contemporary design embodies elegance and individuality, while the cascading white amaranthus adds softness and graceful movement. A perfect statement bouquet for modern brides.

Composition 
* 10 Golden Anthuriums
* White Amaranthus
* Satin Ribbon",150001,/manus-storage/products/img_8801_ec9d4140.webp,,0,0,0,2026-07-02 15:39:18,2026-07-17 13:50:46,355.00,355.00,0,single stem,[],1,1,,1
1260002,თეთრი სიმფონია,White Symphony,"ნაზი და კლასიკური საპატარძლო თაიგული თეთრი ალსტრომერიებით, რომელიც გამოირჩევა ჰაეროვანი ფორმითა და ბუნებრივი ელეგანტურობით. სისუფთავისა და სინაზის სიმბოლო, იდეალური არჩევანია როგორც კლასიკური, ისე თანამედროვე საქორწილო ცერემონიებისთვის.

შემადგენლობა 
* 10 თეთრი ალსტრომერია
* ატლასის ლენტი","A delicate bridal bouquet of white alstroemerias, designed with timeless elegance and airy charm. Symbolizing purity and devotion, this bouquet is a beautiful choice for both classic and contemporary weddings.

Composition 
* 10 White Alstroemeria
* Satin Ribbon",150001,/manus-storage/products/img_8803_173aba21.webp,,0,0,0,2026-07-02 15:41:40,2026-07-17 13:50:48,65.00,65.00,0,single stem,[],1,1,,1
1290001,აურა🏹,"  Aura🏹",,,180001,/manus-storage/products/e729b4fb-d349-4873-a68a-204650fe6fc1_9b409473.webp,,0,0,0,2026-07-02 18:47:16,2026-07-25 15:47:43,175.00,175.00,0,single stem,[],1,1,,1
1320001,ბურბუშელა,burbishela,მინი თაიგული,,180001,/manus-storage/products/img_8987_14328301.webp,,0,1,0,2026-07-04 14:09:28,2026-07-16 16:53:20,45.00,45.00,0,single stem,[],1,1,,1
1350001,ქენდი,Candy,,,180001,/manus-storage/products/img_8985_65dadb0d.webp,,0,0,0,2026-07-04 14:10:37,2026-07-17 13:50:52,95.00,95.00,0,single stem,[],1,1,,1
1380001,თეთრი ჰაეროვნება,Baby’s Breath Bliss,"დახვეწილი საპატარძლო თაიგული, რომელიც მთლიანად თეთრი გიფსოფილით არის შექმნილი. მისი მსუბუქი, ჰაეროვანი ფორმა ღრუბელს მოგაგონებთ და გამოხატავს სიწმინდეს, სიყვარულსა და მარადიულ ერთგულებას. მინიმალისტური, ელეგანტური და დროის მიღმა მდგომი არჩევანია როგორც კლასიკური, ისე თანამედროვე ქორწილისთვის. მსუბუქი და კომფორტული დასაჭერად, იდეალურად ავსებს პატარძლის ნაზ და რომანტიკულ იერს.

შემადგენლობა:
* თეთრი გიფსოფილა
* თეთრი ატლასის ლენტი","A timeless bridal bouquet crafted entirely from delicate white baby’s breath, creating a soft, airy, cloud-like silhouette. Its minimalist elegance symbolizes everlasting love, purity, and innocence, making it the perfect choice for modern, romantic, or classic weddings. Lightweight and effortlessly graceful, this bouquet beautifully complements any bridal style.

Composition:
* White Baby’s Breath (Gypsophila)
* White satin ribbon finish",150001,/manus-storage/products/img_8982_27a09997.webp,,0,0,0,2026-07-04 14:14:39,2026-07-17 13:50:54,160.00,160.00,0,single stem,[],1,1,,1
1410001,ჩუპაჩუპსი,lolipop,,,180001,/manus-storage/products/img_0215_d491d992.webp,,0,0,0,2026-07-16 16:25:22,2026-07-25 15:47:24,110.00,110.00,0,single stem,,1,1,,1
1440001,ცისარტყელები,Rainbow,,,180001,/manus-storage/products/0c91fee7-c04a-49a0-ab7a-e4ceb0b5652c_1a80fde6.webp,,0,0,0,2026-07-16 16:27:53,2026-07-25 15:47:20,105.00,105.00,0,single stem,,1,1,,1
1470001,შინდი,Red,,,180001,/manus-storage/products/img_0150_066207f1.webp,,0,1,0,2026-07-16 16:29:47,2026-07-16 16:29:47,120.00,120.00,0,single stem,,1,1,,1
1500001,ნაზი,Best,,,180001,/manus-storage/products/img_0140_2cedf40b.webp,,0,1,0,2026-07-16 16:30:55,2026-07-16 16:30:55,220.00,220.00,0,single stem,,1,1,,1
1500002,პუდრი,Blush,,,180001,/manus-storage/products/d879be8f-b031-4b2f-a0e8-e07311bd7773_ab0bbd96.webp,,0,1,0,2026-07-16 16:31:57,2026-07-26 09:53:43,120.00,120.00,0,single stem,[],1,1,,1
1530001,ბაფთა,Colourmix,,,180001,/manus-storage/products/eaaaebdc-368c-440f-b33d-0f0a57d51d36_f1317bbe.webp,,0,1,0,2026-07-16 16:34:01,2026-07-26 09:54:06,140.00,140.00,0,single stem,[],1,1,,1
1560001,"    ბრწყინვალე განწყობა","    Color Symphony",,,180001,/manus-storage/products/img_0275_59ab0efa.webp,,0,0,0,2026-07-17 13:33:25,2026-07-25 15:47:06,170.00,170.00,0,single stem,[],1,1,,1
1560002,ზაფხული,summer,,,180001,/manus-storage/products/img_0242_ca605af3.webp,,0,1,0,2026-07-17 13:35:04,2026-07-17 13:35:04,170.00,170.00,0,single stem,,1,1,,1
1590001,იღბლის ბამბუკი ,Lucky Bamboo,,,210001,/manus-storage/products/img_0309_e0bd04d0.webp,,0,1,0,2026-07-17 16:22:53,2026-07-17 16:22:53,22.00,22.00,0,single stem,,1,1,,1
1620001,ლისიანთუსი,Lisianthus,,,210001,/manus-storage/products/46af9b4c-1ff0-48f0-bc5a-a802feb80cd7_1abb3665.webp,,0,1,0,2026-07-17 16:24:27,2026-07-17 16:24:27,10.00,10.00,0,single stem,,1,1,,1
1650001,მზესუმზირა,Sunflower,,,210001,/manus-storage/products/32cfcb82-bf66-4ae9-8e05-e9df3bdf67f8_2cc6f297.webp,,0,0,0,2026-07-17 16:26:32,2026-07-25 15:46:47,15.00,15.00,0,single stem,,1,1,,1
1710001,წითელი ვარდები,roses,25 ცალი,,180001,/manus-storage/products/f3241a38-61ce-481c-9524-458afbfe4752_5debabfe.webp,,0,1,0,2026-07-26 10:24:05,2026-07-26 10:24:05,200.00,200.00,0,single stem,,1,1,,1
1710002,ნაზი არჩევანი,pink roses,,,180001,/manus-storage/products/img_0644_e43c2280.webp,,0,1,0,2026-07-26 10:25:05,2026-07-26 10:25:05,70.00,70.00,0,single stem,,1,1,,1
1740001,ვანილი,Vanilla,,,180001,/manus-storage/products/img_0620_18f5fa9a.webp,,0,1,0,2026-07-26 10:27:28,2026-07-26 10:37:28,150.00,150.00,0,single stem,[],1,1,,1
1740002,საღებავი,roses ,,,180001,/manus-storage/products/img_0629_8649790d.webp,,0,1,0,2026-07-26 10:28:28,2026-07-26 10:28:28,200.00,200.00,0,single stem,,1,1,,1
1740003,"    აივორი",Ivory,,,180001,/manus-storage/products/img_0701_852a7c93.webp,,0,1,0,2026-07-26 10:29:37,2026-07-26 10:29:37,180.00,180.00,0,single stem,,1,1,,1
